candidate_id,target_issue_id,segment_no,query_variant,temporal_eligible,char_score,char_rank,word_score,word_rank,dense_score,dense_rank,rrf_score,final_rank,candidate_sources,candidate_text_hash,pipeline_run_id,sparse_score,meeting_id,text_preview
CAND_TGT_2020_0004_814D5123,TGT_2020_0004,050308_SEG_TURN_00074,expanded,True,0.15687027544165294,10,0.0,21,0.4678116738796234,9,0.04112414692124837,1,char_tfidf|word_tfidf|dense_minilm,6dac810da061845712c15723359e0c9c5574b892da54be3f6949fab589420d68,RUN_20260722T052913Z_D9E75E,0.10196567903707442,050308,◯이상직위원 이렇듯K-컬처가한류를이끌며 국격을높이고이제콘텐츠산업의중요성을아는 데지금코로나19로인해비대면을활성화해야 되는데비대면산업을해야한다고예산을많이 확충하고있지요?
CAND_TGT_2020_0004_BA16C11E,TGT_2020_0004,050350_SEG_TURN_00217,expanded,True,0.156329640631872,11,0.0,27,0.515823245048523,6,0.04073027506733189,2,char_tfidf|word_tfidf|dense_minilm,0171b8389b56ee9f9d2a012db78db6cd94bb48002c18bed245e6f19d082b718d,RUN_20260722T052913Z_D9E75E,0.1016142664107168,050350,◯유정주 위원 절반에 가깝습니다. 이번 코로나 19로 인해서 개인이나 단체가 경제적으로 큰 어 려움을 겪고 있다고 들었는데요. 그 피해상황 조 사해 보셨나요?
CAND_TGT_2020_0004_EC551F17,TGT_2020_0004,050430_SEG_TURN_00736,expanded,True,0.07394626843692796,42,0.09402621861915555,6,0.5413240790367126,5,0.04034005210475799,3,char_tfidf|word_tfidf|dense_minilm,f73994bd5991f249e116cc1b65c152f9a6a17cc75b79289780a6f006d32eba11,RUN_20260722T052913Z_D9E75E,0.08097425100070763,050430,"◯유정주 위원 박양우 장관님, 지난 7월 스포츠 산업계 코로나19 피해 긴급 실태조사 하셨지요?"
CAND_TGT_2020_0004_63F8C19A,TGT_2020_0004,050430_SEG_CURR_NEXT_00736,expanded,True,0.0671405743516843,46,0.08959611408162645,7,0.5479838848114014,3,0.04023235127149517,4,char_tfidf|word_tfidf|dense_minilm,90a2afe6d849ffe14bc7b23d319fe40bab938ce3027f5c1cea84d1766e68c2ff,RUN_20260722T052913Z_D9E75E,0.07500001325716404,050430,"◯유정주 위원 박양우 장관님, 지난 7월 스포츠 산업계 코로나19 피해 긴급 실태조사 하셨지요? ◯문화체육관광부장관 박양우 예."
CAND_TGT_2020_0004_39B508F4,TGT_2020_0004,050350_SEG_CURR_NEXT_00217,expanded,True,0.12151214783842888,32,0.04349501958022332,16,0.5904922485351562,2,0.040156492212297924,5,char_tfidf|word_tfidf|dense_minilm,0e890906031507f96bf333cc87ed86f5d6db97d0ca70f51b99615bd56151a067,RUN_20260722T052913Z_D9E75E,0.09420615294805693,050350,"◯유정주 위원 절반에 가깝습니다. 이번 코로나 19로 인해서 개인이나 단체가 경제적으로 큰 어 려움을 겪고 있다고 들었는데요. 그 피해상황 조 사해 보셨나요? ◯문화재청장 정재숙 예, 저희 문화재청에서는 코로나19 미래대응반이라는 임시 특별조직을 마 련을 했습니다. 그래서 9월 첫 주에 코로나로 인 한 피해조사를 실시를 했습니다. 그런데 위원님 께서 지금 지적해 주신 그런 소유자 중심이 아니 라 문화유산 관련 업계나 종사자를 우선으로 했 습니다. 그게 여러 가지......"
CAND_TGT_2020_0004_7D2E717B,TGT_2020_0004,050350_SEG_PREV_CURR_00218,expanded,True,0.12151214783842888,33,0.04349501958022332,17,0.5904922485351562,1,0.04013314378200682,6,char_tfidf|word_tfidf|dense_minilm,0e890906031507f96bf333cc87ed86f5d6db97d0ca70f51b99615bd56151a067,RUN_20260722T052913Z_D9E75E,0.09420615294805693,050350,"◯유정주 위원 절반에 가깝습니다. 이번 코로나 19로 인해서 개인이나 단체가 경제적으로 큰 어 려움을 겪고 있다고 들었는데요. 그 피해상황 조 사해 보셨나요? ◯문화재청장 정재숙 예, 저희 문화재청에서는 코로나19 미래대응반이라는 임시 특별조직을 마 련을 했습니다. 그래서 9월 첫 주에 코로나로 인 한 피해조사를 실시를 했습니다. 그런데 위원님 께서 지금 지적해 주신 그런 소유자 중심이 아니 라 문화유산 관련 업계나 종사자를 우선으로 했 습니다. 그게 여러 가지......"
CAND_TGT_2020_0004_721A0F7A,TGT_2020_0004,050430_SEG_PREV_CURR_00737,expanded,True,0.0671405743516843,47,0.08959611408162645,8,0.5479838848114014,4,0.03967667674546454,7,char_tfidf|word_tfidf|dense_minilm,90a2afe6d849ffe14bc7b23d319fe40bab938ce3027f5c1cea84d1766e68c2ff,RUN_20260722T052913Z_D9E75E,0.07500001325716404,050430,"◯유정주 위원 박양우 장관님, 지난 7월 스포츠 산업계 코로나19 피해 긴급 실태조사 하셨지요? ◯문화체육관광부장관 박양우 예."
CAND_TGT_2020_0004_91712E65,TGT_2020_0004,050430_SEG_TURN_01139,expanded,True,0.0741672229840635,41,0.12104747907341643,4,0.4411369860172272,12,0.03941487898789879,8,char_tfidf|word_tfidf|dense_minilm,313f061d0929430db4980d9ccbe9a2c0113fd6ae6f7b23b99288fbb3c058f177,RUN_20260722T052913Z_D9E75E,0.09057531261533702,050430,"◯문화체육관광부장관 박양우 예, 많이 어렵지 요. 더더군다나 지금 코로나19 때문에......"
CAND_TGT_2020_0004_BBBF880F,TGT_2020_0004,050308_SEG_CURR_NEXT_00384,expanded,True,0.15547418406321933,12,0.0,20,0.39925217628479004,19,0.039047116736990156,9,char_tfidf|word_tfidf|dense_minilm,21bef4ab30cca920b3de588cfc6e27a0f8e5d5d98eb21475219adf5dabb0c5d6,RUN_20260722T052913Z_D9E75E,0.10105821964109257,050308,"◯문화체육관광부장관박양우 예, 그렇습니다. ◯이상직위원 그러니까그런항목에빠지다보 면고용노동부가다른정부부처의논리에밀려 요. 코로나19로, 중국사드배치때문에중국으로 인한타격그리고일본수출규제때문에, 보복 때문에일본으로인한타격그리고코로나19로 인해서이문화.체육.관광또대면이런쪽은 거의삼사년동안완전죽었다, 그러니까여기 서유연하고긍정적이고포괄적인내용으로접근 하자이걸강하게, 힘있는장관답게밀어붙이기 바랍니다."
CAND_TGT_2020_0004_A78DB748,TGT_2020_0004,050308_SEG_PREV_CURR_00385,expanded,True,0.15547418406321933,13,0.0,19,0.39925217628479004,20,0.03885685798508756,10,char_tfidf|word_tfidf|dense_minilm,21bef4ab30cca920b3de588cfc6e27a0f8e5d5d98eb21475219adf5dabb0c5d6,RUN_20260722T052913Z_D9E75E,0.10105821964109257,050308,"◯문화체육관광부장관박양우 예, 그렇습니다. ◯이상직위원 그러니까그런항목에빠지다보 면고용노동부가다른정부부처의논리에밀려 요. 코로나19로, 중국사드배치때문에중국으로 인한타격그리고일본수출규제때문에, 보복 때문에일본으로인한타격그리고코로나19로 인해서이문화.체육.관광또대면이런쪽은 거의삼사년동안완전죽었다, 그러니까여기 서유연하고긍정적이고포괄적인내용으로접근 하자이걸강하게, 힘있는장관답게밀어붙이기 바랍니다."
CAND_TGT_2020_0004_BBD64218,TGT_2020_0004,050430_SEG_TURN_00137,expanded,True,0.1944639326281412,2,0.0,28,0.352181077003479,28,0.038856304985337244,11,char_tfidf|word_tfidf|dense_minilm,8366c5c67a617b51ccdcb2bd6e70938af134e17e16e0bcbbf762daf4894166e9,RUN_20260722T052913Z_D9E75E,0.1264015562082918,050430,◯이병훈 위원 마이크 있으면 거기서 하세요. 코로나19로 인해서 비대면 공연을 하는 곳이 지금 많아지고 있잖아요?
CAND_TGT_2020_0004_5E218495,TGT_2020_0004,050308_SEG_TURN_00385,expanded,True,0.16219527104288636,9,0.0,26,0.38393568992614746,21,0.03846633961227827,12,char_tfidf|word_tfidf|dense_minilm,f100e632ab6c4409f01df95dba562a992938e3dd3699d9732ca552162d3308c1,RUN_20260722T052913Z_D9E75E,0.10542692617787613,050308,"◯이상직위원 그러니까그런항목에빠지다보 면고용노동부가다른정부부처의논리에밀려 요. 코로나19로, 중국사드배치때문에중국으로 인한타격그리고일본수출규제때문에, 보복 때문에일본으로인한타격그리고코로나19로 인해서이문화.체육.관광또대면이런쪽은 거의삼사년동안완전죽었다, 그러니까여기 서유연하고긍정적이고포괄적인내용으로접근 하자이걸강하게, 힘있는장관답게밀어붙이기 바랍니다."
CAND_TGT_2020_0004_0717D2BE,TGT_2020_0004,050606_SEG_TURN_00565,expanded,True,0.10762547282258841,36,0.08257900926412161,9,0.4353220462799072,14,0.038422933803368586,13,char_tfidf|word_tfidf|dense_minilm,9b1dc001957aa3efcc9064bfb4c8e30af0b59c5fb49a0f1c94a0f54483375a3e,RUN_20260722T052913Z_D9E75E,0.09885921057712502,050606,"◯박정 위원 그러면 원장님 생각에는 코로나19 상황에서 콘텐츠산업이 이익을 보겠어요, 이익을 못 보겠어요?"
CAND_TGT_2020_0004_811500E8,TGT_2020_0004,050308_SEG_TURN_00570,expanded,True,0.21510534745704474,1,0.0,24,0.25448358058929443,43,0.038006942391790394,14,char_tfidf|word_tfidf|dense_minilm,2e7d4481eaa23a072c8d1e1d8eaf9ee55b81db8d17631d3ecb073c1ff6a63cc4,RUN_20260722T052913Z_D9E75E,0.13981847584707907,050308,"◯이병훈위원 (영상자료를보며) 올해코로나19로인해서음악원, 연극원, 전통 예술원의1차시험을부득이동영상으로제출을 했지요?"
CAND_TGT_2020_0004_FFE354B0,TGT_2020_0004,050350_SEG_PREV_CURR_00217,expanded,True,0.1458801124208937,19,0.0,39,0.47954198718070984,8,0.03746512030205254,15,char_tfidf|word_tfidf|dense_minilm,7674cf7c77c273eab8b6422dc14d34991c425c402476cea3bfeed35f4e6cebd8,RUN_20260722T052913Z_D9E75E,0.0948220730735809,050350,"◯문화재청장 정재숙 예, 맞습니다. ◯유정주 위원 절반에 가깝습니다. 이번 코로나 19로 인해서 개인이나 단체가 경제적으로 큰 어 려움을 겪고 있다고 들었는데요. 그 피해상황 조 사해 보셨나요?"
CAND_TGT_2020_0004_E20D282A,TGT_2020_0004,050430_SEG_TURN_00097,expanded,True,0.07990859664285678,40,0.07258934662462029,13,0.43743380904197693,13,0.0373972602739726,16,char_tfidf|word_tfidf|dense_minilm,b0a2ea6caff5450dbaae69c19f57a26d01b6bdb5fccb10d1360ec6ef08166def,RUN_20260722T052913Z_D9E75E,0.07734685913647402,050430,◯문화재청장 정재숙 아시다시피 지금 장관님이 말씀하신 대로 내년 6월로 개최 예정입니다. 왜 냐하면 저희가 지금 코로나19 상황으로 프랑스 파리 유네스코 본부가 전반적으로 아직 굉장히 안 좋은 상황이고요.
CAND_TGT_2020_0004_CF027A4A,TGT_2020_0004,050308_SEG_PREV_CURR_00570,expanded,True,0.18591462677832418,3,0.0,23,0.19533629715442657,47,0.03726700303662357,17,char_tfidf|word_tfidf|dense_minilm,8318d9cbe3e5b13fb6490201eb94621420eb561a252471110274e528f2db7497,RUN_20260722T052913Z_D9E75E,0.12084450740591073,050308,"◯위원장도종환 예, 그렇게하세요. ◯이병훈위원 (영상자료를보며) 올해코로나19로인해서음악원, 연극원, 전통 예술원의1차시험을부득이동영상으로제출을 했지요?"
CAND_TGT_2020_0004_DCEB773A,TGT_2020_0004,050308_SEG_PREV_CURR_00074,expanded,True,0.1474469747215171,16,0.0,42,0.4461153745651245,10,0.03724753059118384,18,char_tfidf|word_tfidf|dense_minilm,3f3847e13807920c235510109c80a997ffd1b3142a1d6ff66f679a797d488165,RUN_20260722T052913Z_D9E75E,0.09584053356898613,050308,◯문화체육관광부장관박양우 예. ◯이상직위원 이렇듯K-컬처가한류를이끌며 국격을높이고이제콘텐츠산업의중요성을아는 데지금코로나19로인해비대면을활성화해야 되는데비대면산업을해야한다고예산을많이 확충하고있지요?
CAND_TGT_2020_0004_7E148107,TGT_2020_0004,050350_SEG_CURR_NEXT_00216,expanded,True,0.1458801124208937,20,0.0,43,0.47954198718070984,7,0.03713411099840603,19,char_tfidf|word_tfidf|dense_minilm,7674cf7c77c273eab8b6422dc14d34991c425c402476cea3bfeed35f4e6cebd8,RUN_20260722T052913Z_D9E75E,0.0948220730735809,050350,"◯문화재청장 정재숙 예, 맞습니다. ◯유정주 위원 절반에 가깝습니다. 이번 코로나 19로 인해서 개인이나 단체가 경제적으로 큰 어 려움을 겪고 있다고 들었는데요. 그 피해상황 조 사해 보셨나요?"
CAND_TGT_2020_0004_361A0FAA,TGT_2020_0004,050430_SEG_PREV_CURR_00137,expanded,True,0.16721323938942925,8,0.0,25,0.31844431161880493,34,0.03710888610763454,20,char_tfidf|word_tfidf|dense_minilm,ed89017077dd39fac586e5e4f558e296dfaebbfa3e5e25e80f5a4239f3d7f444,RUN_20260722T052913Z_D9E75E,0.10868860560312901,050430,◯한국문화예술위원장 박종관 예. ◯이병훈 위원 마이크 있으면 거기서 하세요. 코로나19로 인해서 비대면 공연을 하는 곳이 지금 많아지고 있잖아요?
CAND_TGT_2020_0004_E038E805,TGT_2020_0004,050308_SEG_CURR_NEXT_00073,expanded,True,0.1474469747215171,17,0.0,41,0.4461153745651245,11,0.03697251012827641,21,char_tfidf|word_tfidf|dense_minilm,3f3847e13807920c235510109c80a997ffd1b3142a1d6ff66f679a797d488165,RUN_20260722T052913Z_D9E75E,0.09584053356898613,050308,◯문화체육관광부장관박양우 예. ◯이상직위원 이렇듯K-컬처가한류를이끌며 국격을높이고이제콘텐츠산업의중요성을아는 데지금코로나19로인해비대면을활성화해야 되는데비대면산업을해야한다고예산을많이 확충하고있지요?
CAND_TGT_2020_0004_1E321A1D,TGT_2020_0004,050430_SEG_PREV_CURR_00138,expanded,True,0.16792319877122058,5,0.0,29,0.315449982881546,37,0.03692984879131062,22,char_tfidf|word_tfidf|dense_minilm,86cf681b98d5723875ed99403c4f80563909270672839505a2ac6ab5a874adc4,RUN_20260722T052913Z_D9E75E,0.10915007920129338,050430,◯이병훈 위원 마이크 있으면 거기서 하세요. 코로나19로 인해서 비대면 공연을 하는 곳이 지금 많아지고 있잖아요? ◯한국문화예술위원장 박종관 예.
CAND_TGT_2020_0004_4E9E0A0C,TGT_2020_0004,050430_SEG_CURR_NEXT_00136,expanded,True,0.16721323938942925,7,0.0,31,0.31844431161880493,33,0.03666707229538236,23,char_tfidf|word_tfidf|dense_minilm,ed89017077dd39fac586e5e4f558e296dfaebbfa3e5e25e80f5a4239f3d7f444,RUN_20260722T052913Z_D9E75E,0.10868860560312901,050430,◯한국문화예술위원장 박종관 예. ◯이병훈 위원 마이크 있으면 거기서 하세요. 코로나19로 인해서 비대면 공연을 하는 곳이 지금 많아지고 있잖아요?
CAND_TGT_2020_0004_42E6EFE6,TGT_2020_0004,050430_SEG_PREV_CURR_00098,expanded,True,0.07388592758367822,43,0.0702057303008115,14,0.4314902722835541,15,0.036555584710924516,24,char_tfidf|word_tfidf|dense_minilm,f58d6e66d5e96acf0c4aa234ab3c155958338dd645f4c7ca6cafcb4e04395d8b,RUN_20260722T052913Z_D9E75E,0.07259785853467486,050430,"◯문화재청장 정재숙 아시다시피 지금 장관님이 말씀하신 대로 내년 6월로 개최 예정입니다. 왜 냐하면 저희가 지금 코로나19 상황으로 프랑스 파리 유네스코 본부가 전반적으로 아직 굉장히 안 좋은 상황이고요. ◯배현진 위원 예, 맞습니다."
CAND_TGT_2020_0004_9AF73404,TGT_2020_0004,050350_SEG_TURN_00106,expanded,True,0.06813597502538993,45,0.09477168157304981,5,0.3684754967689514,26,0.036536331885169096,25,char_tfidf|word_tfidf|dense_minilm,df4b592b7788c8170aca46b65602ac1ea9806b352729fcfcd2e486978c424c8b,RUN_20260722T052913Z_D9E75E,0.07745847231707088,050350,"◯문화재청장 정재숙 글쎄요, 코로나19 이후에 관광객 수가 그렇게 많지는 않을 것으로 짐작합 니다."
CAND_TGT_2020_0004_8FED3FDA,TGT_2020_0004,050606_SEG_PREV_CURR_00565,expanded,True,0.09389155275003795,37,0.07818425400895912,10,0.3738596439361572,24,0.03649975454099165,26,char_tfidf|word_tfidf|dense_minilm,aae2fee7aa7f002899cd9e4a64a9b8193a904d259516e62160efce9d0f350068,RUN_20260722T052913Z_D9E75E,0.08839399819066036,050606,"◯한국콘텐츠진흥원장 김영준 예. ◯박정 위원 그러면 원장님 생각에는 코로나19 상황에서 콘텐츠산업이 이익을 보겠어요, 이익을 못 보겠어요?"
CAND_TGT_2020_0004_7C77BB4E,TGT_2020_0004,050430_SEG_CURR_NEXT_00137,expanded,True,0.16792319877122058,6,0.0,30,0.315449982881546,38,0.036466707895279324,27,char_tfidf|word_tfidf|dense_minilm,86cf681b98d5723875ed99403c4f80563909270672839505a2ac6ab5a874adc4,RUN_20260722T052913Z_D9E75E,0.10915007920129338,050430,◯이병훈 위원 마이크 있으면 거기서 하세요. 코로나19로 인해서 비대면 공연을 하는 곳이 지금 많아지고 있잖아요? ◯한국문화예술위원장 박종관 예.
CAND_TGT_2020_0004_3F125F3E,TGT_2020_0004,050430_SEG_CURR_NEXT_00097,expanded,True,0.07388592758367822,44,0.0702057303008115,15,0.4314902722835541,16,0.036106612685560056,28,char_tfidf|word_tfidf|dense_minilm,f58d6e66d5e96acf0c4aa234ab3c155958338dd645f4c7ca6cafcb4e04395d8b,RUN_20260722T052913Z_D9E75E,0.07259785853467486,050430,"◯문화재청장 정재숙 아시다시피 지금 장관님이 말씀하신 대로 내년 6월로 개최 예정입니다. 왜 냐하면 저희가 지금 코로나19 상황으로 프랑스 파리 유네스코 본부가 전반적으로 아직 굉장히 안 좋은 상황이고요. ◯배현진 위원 예, 맞습니다."
